InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
570187,21494,,3,2011-10-07 15:09:00,2.46,,United Kingdom
578827,84836,,1,2011-11-25 14:25:00,2.46,,United Kingdom
553389,21524,,1,2011-05-16 16:37:00,15.79,,United Kingdom
579909,23109,,1,2011-12-01 08:51:00,2.89,,United Kingdom
580115,22385,,3,2011-12-01 16:22:00,4.13,,United Kingdom
564758,20718,,1,2011-08-30 10:39:00,2.46,,United Kingdom
540646,20653,,1,2011-01-10 14:32:00,0.85,,United Kingdom
567667,85095,,1,2011-09-21 15:24:00,4.13,,United Kingdom
562717,35646,,3,2011-08-08 15:42:00,2.46,,United Kingdom
550987,85099B,,1,2011-04-21 18:10:00,4.13,,United Kingdom
571716,84988,,1,2011-10-18 17:05:00,2.92,,United Kingdom
541592,85131B,,3,2011-01-19 15:08:00,0.83,,United Kingdom
558904,22821,,4,2011-07-04 16:18:00,0.42,,United Kingdom
576840,23661,,1,2011-11-16 15:23:00,4.13,,United Kingdom
544812,90013C,,1,2011-02-23 15:58:00,4.15,,United Kingdom
567901,48184,,1,2011-09-22 16:28:00,15.79,,United Kingdom
546892,DOT,,1,2011-03-17 18:20:00,192.44,,United Kingdom
556428,22629,,1,2011-06-10 13:23:00,2.46,,United Kingdom
541695,21222,,1,2011-01-20 18:01:00,0.83,,United Kingdom
537434,22378,,1,2010-12-06 16:57:00,4.21,,United Kingdom
548373,22419,,6,2011-03-30 16:34:00,0.83,,United Kingdom
552857,22697,,4,2011-05-11 15:34:00,5.79,,United Kingdom
563193,47566,,1,2011-08-12 16:30:00,10.79,,United Kingdom
572758,23234,,1,2011-10-25 18:39:00,5.79,,United Kingdom
544776,22355,,102,2011-02-23 11:39:00,2.46,,United Kingdom
579694,22619,,1,2011-11-30 14:11:00,7.46,,United Kingdom
561209,22980,,2,2011-07-25 16:57:00,3.29,,United Kingdom
580148,22646,,1,2011-12-02 10:08:00,4.13,,United Kingdom
547042,22978,,2,2011-03-20 11:00:00,7.46,,United Kingdom
544599,21578,,2,2011-02-21 18:15:00,4.96,,United Kingdom
579297,21929,,2,2011-11-29 11:23:00,4.13,,United Kingdom
537823,85039A,,3,2010-12-08 14:25:00,1.66,,United Kingdom
581492,22885,,1,2011-12-09 10:03:00,4.13,,United Kingdom
566949,23296,,1,2011-09-15 16:32:00,3.29,,United Kingdom
579508,35953,,24,2011-11-29 16:33:00,0.61,,United Kingdom
556812,22507,,1,2011-06-14 17:25:00,10.79,,United Kingdom
567901,22912,,1,2011-09-22 16:28:00,10.79,,United Kingdom
553545,23163,,1,2011-05-17 15:37:00,4.96,,United Kingdom
C537652,AMAZONFEE,,-1,2010-12-07 15:51:00,6706.71,,United Kingdom
544599,23006,,1,2011-02-21 18:15:00,0.83,,United Kingdom
551718,47593B,,3,2011-05-03 16:06:00,0.83,,United Kingdom
571082,22075,,4,2011-10-13 15:25:00,1.63,,United Kingdom
553387,21864,,1,2011-05-16 16:33:00,4.13,,United Kingdom
565303,22911,,1,2011-09-02 12:17:00,2.95,,Unspecified
577150,21243,,3,2011-11-18 09:48:00,3.29,,United Kingdom
565917,71403,,2,2011-09-07 16:15:00,5.79,,United Kingdom
562934,23202,,2,2011-08-10 16:56:00,4.13,,United Kingdom
564974,22672,,1,2011-08-31 15:32:00,3.29,,United Kingdom
541878,22365,,1,2011-01-24 10:28:00,14.13,,United Kingdom
559162,84356,,1,2011-07-06 16:29:00,5.79,,United Kingdom
560294,22366,,1,2011-07-18 10:20:00,14.13,,United Kingdom
576837,21790,,6,2011-11-16 15:16:00,1.63,,United Kingdom
566060,22104,,1,2011-09-08 15:27:00,1.63,,United Kingdom
539453,22882,,1,2010-12-17 17:08:00,4.21,,United Kingdom
569544,22571,,1,2011-10-04 16:33:00,1.63,,United Kingdom
555924,84429A,,1,2011-06-07 17:12:00,5.79,,United Kingdom
578844,23264,,2,2011-11-25 16:14:00,2.46,,United Kingdom
541424,84951A,,1,2011-01-17 17:57:00,1.63,,United Kingdom
559052,21468,,1,2011-07-05 16:53:00,3.29,,United Kingdom
571714,22082,,1,2011-10-18 17:00:00,3.29,,United Kingdom
550212,15056n,,1,2011-04-15 10:41:00,12.46,,United Kingdom
552677,84988,,1,2011-05-10 15:07:00,3.75,,United Kingdom
547250,15039,,15,2011-03-22 09:30:00,1.63,,United Kingdom
570871,23353,,3,2011-10-12 16:36:00,1.63,,United Kingdom
566603,20725,,1,2011-09-13 16:12:00,4.13,,United Kingdom
540977,84510A,,1,2011-01-12 15:01:00,2.51,,United Kingdom
547249,21559,,1,2011-03-22 09:27:00,4.96,,United Kingdom
537015,37464,,-14,2010-12-03 15:41:00,0.0,,United Kingdom
554511,22379,,1,2011-05-24 15:52:00,4.13,,United Kingdom
550471,47593B,,7,2011-04-18 13:52:00,0.83,,United Kingdom
558682,21179,,1,2011-07-01 11:20:00,3.29,,United Kingdom
554285,22069,,1,2011-05-23 14:15:00,4.13,,United Kingdom
551995,17012D,,1,2011-05-05 15:42:00,2.46,,United Kingdom
536982,21524,,2,2010-12-03 14:27:00,16.98,,United Kingdom
541999,21931,,1,2011-01-25 10:45:00,4.13,,United Kingdom
557643,84029G,,1,2011-06-21 16:36:00,8.29,,United Kingdom
565231,20977,,1,2011-09-02 09:26:00,2.46,,United Kingdom
541424,21220,,2,2011-01-17 17:57:00,0.83,,United Kingdom
541506,21700,,1,2011-01-18 16:05:00,8.29,,United Kingdom
578844,47567B,,1,2011-11-25 16:14:00,12.46,,United Kingdom
541695,21936,,1,2011-01-20 18:01:00,5.79,,United Kingdom
557502,21716,,1,2011-06-20 15:32:00,4.96,,United Kingdom
580729,23103,,4,2011-12-05 17:24:00,3.29,,United Kingdom
541495,22664,,1,2011-01-18 14:59:00,4.13,,United Kingdom
540026,22293,,1,2011-01-04 13:25:00,2.98,,United Kingdom
550953,21626,,1,2011-04-21 16:17:00,4.13,,United Kingdom
561515,21314,,3,2011-07-27 15:16:00,4.13,,United Kingdom
541127,22457,,1,2011-01-14 10:11:00,5.79,,United Kingdom
577078,22909,,5,2011-11-17 15:17:00,1.63,,United Kingdom
540418,22280,,3,2011-01-07 11:04:00,0.85,,United Kingdom
541827,82484,,1,2011-01-21 17:05:00,13.29,,United Kingdom
541131,48116,,1,2011-01-14 10:16:00,14.13,,United Kingdom
565840,23433,,1,2011-09-07 12:02:00,10.79,,United Kingdom
541871,85204,,16,2011-01-24 09:41:00,0.42,,United Kingdom
538071,22082,,2,2010-12-09 14:09:00,3.36,,United Kingdom
541424,21043,,1,2011-01-17 17:57:00,4.13,,United Kingdom
556636,23309,,2,2011-06-13 15:30:00,1.25,,United Kingdom
547248,84631,,4,2011-03-22 09:23:00,7.46,,United Kingdom
540821,22424,,1,2011-01-11 13:16:00,25.49,,United Kingdom
560290,23199,,2,2011-07-18 10:17:00,4.13,,United Kingdom
566757,23182,,2,2011-09-14 15:54:00,2.46,,United Kingdom
536544,72807B,,1,2010-12-01 14:32:00,8.47,,United Kingdom
539451,84568,,6,2010-12-17 16:59:00,0.43,,United Kingdom
538349,85176,,3,2010-12-10 14:59:00,1.66,,United Kingdom
543826,22966,,1,2011-02-14 09:41:00,2.46,,United Kingdom
556636,22423,,1,2011-06-13 15:30:00,24.96,,United Kingdom
552508,21366,,1,2011-05-09 16:27:00,8.29,,United Kingdom
564825,22678,,1,2011-08-30 12:26:00,2.46,,United Kingdom
571714,23271,,2,2011-10-18 17:00:00,1.63,,United Kingdom
558316,21935,,2,2011-06-28 11:45:00,4.13,,United Kingdom
573585,22791,,2,2011-10-31 14:41:00,2.46,,United Kingdom
550500,47559B,,1,2011-04-18 15:26:00,2.46,,United Kingdom
539738,22900,,1,2010-12-21 15:19:00,4.21,,United Kingdom
575477,84568,,5,2011-11-09 16:14:00,0.42,,United Kingdom
561667,22951,,24,2011-07-28 17:00:00,0.55,,EIRE
538148,15056n,,1,2010-12-09 16:26:00,12.72,,United Kingdom
579508,22074,,1,2011-11-29 16:33:00,1.25,,United Kingdom
559052,21867,,2,2011-07-05 16:53:00,0.83,,United Kingdom
545568,22196,,1,2011-03-03 16:22:00,1.63,,United Kingdom
579777,23355,,1,2011-11-30 15:13:00,10.79,,United Kingdom
574561,47593B,,1,2011-11-04 15:52:00,0.83,,United Kingdom
545568,21903,,1,2011-03-03 16:22:00,4.13,,United Kingdom
564756,84755,,4,2011-08-30 10:33:00,1.24,,United Kingdom
552678,22677,,1,2011-05-10 15:08:00,2.46,,United Kingdom
540418,17012C,,1,2011-01-07 11:04:00,2.51,,United Kingdom
541827,21032,,9,2011-01-21 17:05:00,0.83,,United Kingdom
578065,47593B,,2,2011-11-22 15:41:00,0.83,,United Kingdom
540832,21976,,4,2011-01-11 14:42:00,2.08,,United Kingdom
556826,21358,,1,2011-06-15 10:25:00,2.46,,United Kingdom
548893,21533,,1,2011-04-04 15:54:00,9.96,,United Kingdom
552674,22411,,4,2011-05-10 15:07:00,4.13,,United Kingdom
537240,21947,,1,2010-12-06 10:08:00,2.51,,United Kingdom
562843,22365,,1,2011-08-09 17:37:00,15.79,,United Kingdom
581492,22995,,4,2011-12-09 10:03:00,0.83,,United Kingdom
578067,22781,,1,2011-11-22 15:43:00,14.96,,United Kingdom
538071,21108,,3,2010-12-09 14:09:00,5.06,,United Kingdom
543000,21116,,1,2011-02-02 12:17:00,8.29,,United Kingdom
556291,79164,,2,2011-06-10 09:24:00,0.0,,United Kingdom
545078,84912B,,1,2011-02-28 10:15:00,3.29,,United Kingdom
562113,22269,,1,2011-08-02 16:11:00,0.83,,United Kingdom
541104,22202,,1,2011-01-13 14:29:00,7.46,,United Kingdom
537237,85032D,,1,2010-12-06 09:58:00,1.66,,United Kingdom
566221,47566,,3,2011-09-09 16:13:00,10.79,,United Kingdom
537666,22165,,1,2010-12-07 18:36:00,11.02,,United Kingdom
561091,22469,,1,2011-07-25 09:55:00,4.13,,United Kingdom
537434,21507,,2,2010-12-06 16:57:00,0.85,,United Kingdom
537640,22867,,11,2010-12-07 15:31:00,5.06,,United Kingdom
540848,90079,,1,2011-01-12 09:26:00,5.09,,United Kingdom
574561,21014,,2,2011-11-04 15:52:00,0.83,,United Kingdom
542252,22645,,1,2011-01-26 16:01:00,4.13,,United Kingdom
573308,90124C,,1,2011-10-28 16:32:00,9.95,,United Kingdom
578149,20828,,1,2011-11-23 11:11:00,4.96,,United Kingdom
564974,22508,,1,2011-08-31 15:32:00,7.46,,United Kingdom
564840,21641,,2,2011-08-30 12:49:00,1.63,,United Kingdom
570690,21385,,8,2011-10-11 16:37:00,0.85,,United Kingdom
555150,22697,,3,2011-05-31 15:53:00,5.79,,United Kingdom
575177,23535,,2,2011-11-08 18:41:00,12.46,,United Kingdom
542255,22078,,2,2011-01-26 16:43:00,4.13,,United Kingdom
560772,84877B,,1,2011-07-20 16:12:00,2.46,,United Kingdom
537645,21992,,1,2010-12-07 15:34:00,5.91,,United Kingdom
580115,84375,,2,2011-12-01 16:22:00,4.13,,United Kingdom
555275,72807A,,1,2011-06-01 17:18:00,8.29,,United Kingdom
541969,21991,,10,2011-01-24 13:46:00,2.46,,United Kingdom
570690,23242,,3,2011-10-11 16:37:00,4.13,,United Kingdom
574950,21224,,1,2011-11-08 09:29:00,0.83,,United Kingdom
538524,22457,,7,2010-12-13 09:35:00,5.91,,United Kingdom
578065,22109,,3,2011-11-22 15:41:00,7.46,,United Kingdom
580367,23174,,2,2011-12-02 16:39:00,8.29,,United Kingdom
562104,21976,,2,2011-08-02 14:31:00,2.08,,United Kingdom
572758,23343,,2,2011-10-25 18:39:00,4.13,,United Kingdom
545078,22185,,1,2011-02-28 10:15:00,3.29,,United Kingdom
543713,22077,,3,2011-02-11 11:46:00,4.13,,United Kingdom
560298,21931,,7,2011-07-18 10:26:00,4.13,,United Kingdom
578844,22379,,1,2011-11-25 16:14:00,4.13,,United Kingdom
551995,DOT,,1,2011-05-05 15:42:00,55.64,,United Kingdom
559055,20996,,3,2011-07-05 17:09:00,0.42,,United Kingdom
561214,23344,,2,2011-07-25 17:00:00,4.13,,United Kingdom
541695,21194,,2,2011-01-20 18:01:00,1.63,,United Kingdom
574298,84692,,3,2011-11-03 15:56:00,0.83,,United Kingdom
548663,22501,,3,2011-04-01 14:44:00,20.79,,United Kingdom
554310,85132A,,1,2011-05-23 15:25:00,5.79,,United Kingdom
581217,20963,,1,2011-12-08 09:20:00,2.46,,United Kingdom
568134,22449,,1,2011-09-23 17:02:00,2.46,,United Kingdom
567671,23173,,1,2011-09-21 15:34:00,19.96,,United Kingdom
576618,20719,,2,2011-11-15 17:00:00,1.63,,United Kingdom
546896,71143,,1,2011-03-17 18:24:00,2.46,,United Kingdom
550638,21820,,1,2011-04-19 15:44:00,7.46,,United Kingdom
539434,22622,,1,2010-12-17 14:41:00,21.23,,United Kingdom
551964,20851,,1,2011-05-05 13:13:00,0.0,,United Kingdom
553717,22087,,2,2011-05-18 16:07:00,0.0,,United Kingdom
569202,21744,,1,2011-09-30 17:22:00,2.46,,United Kingdom
550500,47590A,,1,2011-04-18 15:26:00,10.79,,United Kingdom
562955,21725,,2,2011-08-11 10:14:00,1.63,,United Kingdom
539436,85040A,,1,2010-12-17 14:49:00,3.36,,United Kingdom
580146,22197,,48,2011-12-02 10:07:00,2.46,,United Kingdom
562264,22966,,1,2011-08-03 16:14:00,2.46,,United Kingdom
554956,22835,,1,2011-05-27 15:17:00,7.46,,United Kingdom
575477,23189,,1,2011-11-09 16:14:00,5.79,,United Kingdom
578844,22338,,2,2011-11-25 16:14:00,0.63,,United Kingdom
581492,23493,,3,2011-12-09 10:03:00,3.29,,United Kingdom
559163,85187,,1,2011-07-06 16:33:00,3.29,,United Kingdom
538177,22594,,7,2010-12-10 09:51:00,1.66,,United Kingdom
543399,22362,,1,2011-02-08 11:07:00,5.79,,United Kingdom
548203,23193,,23,2011-03-29 16:40:00,4.95,,United Kingdom
547788,23183,,2,2011-03-25 12:00:00,7.46,,United Kingdom
539436,20956,,5,2010-12-17 14:49:00,2.51,,United Kingdom
564841,22356,,1,2011-08-30 13:42:00,5.63,,United Kingdom
541132,21218,,2,2011-01-14 10:17:00,8.29,,United Kingdom
568135,21813,,4,2011-09-23 17:04:00,3.29,,United Kingdom
545717,22135,,1,2011-03-07 10:15:00,0.83,,United Kingdom
578347,21629,,2,2011-11-24 09:26:00,15.79,,United Kingdom
554514,22469,,3,2011-05-24 15:58:00,1.65,,United Kingdom
580983,22998,,1,2011-12-06 16:26:00,0.83,,United Kingdom
580729,17129F,,1,2011-12-05 17:24:00,1.63,,United Kingdom
580729,23227,,2,2011-12-05 17:24:00,2.46,,United Kingdom
575177,22615,,1,2011-11-08 18:41:00,0.83,,United Kingdom
558306,85232D,,-118,2011-06-28 10:59:00,0.0,,United Kingdom
548163,22386,,4,2011-03-29 13:43:00,4.13,,United Kingdom
537240,21031,,1,2010-12-06 10:08:00,2.51,,United Kingdom
544205,22149,,2,2011-02-17 10:31:00,4.96,,United Kingdom
572549,21874,,1,2011-10-24 17:03:00,3.29,,United Kingdom
545568,20981,,1,2011-03-03 16:22:00,1.63,,United Kingdom
542664,85186C,,6,2011-01-31 12:14:00,0.83,,United Kingdom
558340,22665,,1,2011-06-28 14:01:00,0.0,,United Kingdom
559052,20971,,18,2011-07-05 16:53:00,2.46,,United Kingdom
571716,51014L,,4,2011-10-18 17:05:00,0.83,,United Kingdom
545216,85099F,,2,2011-02-28 16:50:00,4.13,,United Kingdom
544684,22245,,6,2011-02-22 16:32:00,1.63,,United Kingdom
538566,22301,,1,2010-12-13 11:21:00,5.06,,United Kingdom
550458,21790,,1,2011-04-18 13:13:00,1.63,,United Kingdom
574950,23264,,3,2011-11-08 09:29:00,2.46,,United Kingdom
564230,22110,,1,2011-08-24 10:22:00,7.46,,United Kingdom
539718,21430,,1,2010-12-21 13:06:00,7.62,,United Kingdom
566985,20717,,4,2011-09-16 10:42:00,2.46,,United Kingdom
581439,23183,,1,2011-12-08 16:30:00,7.46,,United Kingdom
558614,22032,,2,2011-06-30 15:56:00,0.42,,United Kingdom
551339,21561,,1,2011-04-27 17:18:00,4.96,,United Kingdom
547250,21731,,3,2011-03-22 09:30:00,3.29,,United Kingdom
539437,84050,,1,2010-12-17 14:54:00,4.21,,United Kingdom
544684,15056N,,2,2011-02-22 16:32:00,12.46,,United Kingdom
539434,22603,,1,2010-12-17 14:41:00,1.66,,United Kingdom
561651,84568,,12,2011-07-28 15:36:00,0.42,,United Kingdom
561609,47589,,-1,2011-07-28 12:24:00,0.0,,United Kingdom
581256,22631,,2,2011-12-08 11:21:00,4.96,,United Kingdom
575930,22447,,1,2011-11-11 17:58:00,6.63,,United Kingdom
559693,22278,,4,2011-07-11 16:21:00,4.13,,United Kingdom
555330,84804A,,-125,2011-06-02 11:11:00,0.0,,United Kingdom
536592,84596J,,1,2010-12-01 17:06:00,2.51,,United Kingdom
560434,21946,,1,2011-07-18 15:56:00,0.83,,United Kingdom
548535,90010A,,25,2011-03-31 17:33:00,0.0,,United Kingdom
580115,22505,,1,2011-12-01 16:22:00,10.79,,United Kingdom
540977,DOT,,1,2011-01-12 15:01:00,478.1,,United Kingdom
571500,23506,,1,2011-10-17 15:09:00,0.42,,United Kingdom
540026,79191D,,1,2011-01-04 13:25:00,1.66,,United Kingdom
556812,51014L,,1,2011-06-14 17:25:00,0.83,,United Kingdom
566602,23291,,4,2011-09-13 16:05:00,1.25,,United Kingdom
565764,22960,,1,2011-09-06 14:10:00,4.25,,United Kingdom
570592,21212,,9,2011-10-11 11:37:00,2.08,,United Kingdom
542255,21559,,1,2011-01-26 16:43:00,4.96,,United Kingdom
542344,21215,,1,2011-01-27 11:30:00,1.25,,United Kingdom
551008,21866,,1,2011-04-26 09:50:00,3.29,,United Kingdom
537434,22672,,1,2010-12-06 16:57:00,3.36,,United Kingdom
536592,22745,,1,2010-12-01 17:06:00,4.21,,United Kingdom
538071,84375,,4,2010-12-09 14:09:00,4.21,,United Kingdom
560567,21211,,1,2011-07-19 13:57:00,3.75,,United Kingdom
549525,22228,,1,2011-04-08 15:44:00,1.63,,United Kingdom
546649,85049e,,1,2011-03-15 14:17:00,3.29,,United Kingdom
555322,21035,,1,2011-06-02 11:01:00,6.25,,United Kingdom
547396,47566,,24,2011-03-22 16:54:00,10.79,,United Kingdom
578347,22196,,1,2011-11-24 09:26:00,1.63,,United Kingdom
537237,46776E,,1,2010-12-06 09:58:00,4.21,,United Kingdom
541695,20979,,1,2011-01-20 18:01:00,2.46,,United Kingdom
577078,23204,,3,2011-11-17 15:17:00,1.63,,United Kingdom
551718,22772,,1,2011-05-03 16:06:00,2.46,,United Kingdom
577358,35953,,8,2011-11-18 15:59:00,0.61,,United Kingdom
559055,21677,,1,2011-07-05 17:09:00,1.63,,United Kingdom
545216,85186A,,1,2011-02-28 16:50:00,0.83,,United Kingdom
575875,17084N,,1,2011-11-11 13:06:00,0.42,,United Kingdom
540681,20724,,1,2011-01-10 16:25:00,1.66,,United Kingdom
538349,21975,,1,2010-12-10 14:59:00,1.28,,United Kingdom
578844,23581,,2,2011-11-25 16:14:00,4.13,,United Kingdom
561214,82580,,1,2011-07-25 17:00:00,1.25,,United Kingdom
556812,84912A,,1,2011-06-14 17:25:00,3.29,,United Kingdom
538349,85211,,1,2010-12-10 14:59:00,3.36,,United Kingdom
544684,21058,,2,2011-02-22 16:32:00,1.63,,United Kingdom
561209,84946,,5,2011-07-25 16:57:00,1.25,,United Kingdom
537638,21001,,1,2010-12-07 15:28:00,4.21,,United Kingdom
538071,22242,,2,2010-12-09 14:09:00,3.36,,United Kingdom
543345,21326,,3,2011-02-07 12:29:00,1.63,,United Kingdom
550986,22679,,1,2011-04-21 18:06:00,1.25,,United Kingdom
545568,84459B,,1,2011-03-03 16:22:00,3.29,,United Kingdom
560434,35004B,,1,2011-07-18 15:56:00,5.79,,United Kingdom
539740,20682,,1,2010-12-21 15:20:00,6.77,,United Kingdom
536862,22358,,3,2010-12-03 11:13:00,5.91,,United Kingdom
572550,22866,,1,2011-10-24 17:06:00,4.13,,United Kingdom
564230,84989a,,1,2011-08-24 10:22:00,2.08,,United Kingdom
557938,21116,,1,2011-06-23 15:35:00,8.29,,United Kingdom
537240,22340,,1,2010-12-06 10:08:00,3.36,,United Kingdom
576837,21035,,1,2011-11-16 15:16:00,6.63,,United Kingdom
544434,22021,,1,2011-02-18 16:12:00,3.29,,United Kingdom
556108,85203,,5,2011-06-08 17:59:00,0.79,,United Kingdom
537240,22082,,9,2010-12-06 10:08:00,3.36,,United Kingdom
542255,22807,,1,2011-01-26 16:43:00,5.79,,United Kingdom
543532,22309,,1,2011-02-09 12:59:00,4.96,,United Kingdom
561515,21070,,1,2011-07-27 15:16:00,2.46,,United Kingdom
578833,21218,,3,2011-11-25 15:23:00,8.29,,United Kingdom
547250,21319,,4,2011-03-22 09:30:00,3.29,,United Kingdom
544812,21733,,7,2011-02-23 15:58:00,2.95,,United Kingdom
574950,23213,,4,2011-11-08 09:29:00,2.46,,United Kingdom
546650,21216,,1,2011-03-15 14:17:00,10.79,,United Kingdom
576365,23511,,29,2011-11-14 17:55:00,4.95,,United Kingdom
576329,23109,,2,2011-11-14 15:22:00,5.79,,United Kingdom
578065,23194,,1,2011-11-22 15:41:00,4.58,,United Kingdom
546891,20986,,1,2011-03-17 18:18:00,2.46,,United Kingdom
581439,22921,,2,2011-12-08 16:30:00,1.63,,United Kingdom
551997,22498,,1,2011-05-05 15:47:00,12.46,,United Kingdom
555878,23184,,1,2011-06-07 15:30:00,4.95,,United Kingdom
539958,22758,,1,2010-12-23 13:26:00,2.51,,United Kingdom
553535,22427,,3,2011-05-17 15:17:00,5.95,,EIRE
536876,84378,,2,2010-12-03 11:36:00,2.51,,United Kingdom
546306,85015,,1,2011-03-10 16:16:00,2.46,,United Kingdom
565286,22278,,1,2011-09-02 11:39:00,10.79,,United Kingdom
538149,21259,,1,2010-12-09 16:27:00,12.72,,United Kingdom
538349,22845,,1,2010-12-10 14:59:00,12.72,,United Kingdom
540468,40001,,1,2011-01-07 13:55:00,1.66,,United Kingdom
559816,21012,,2,2011-07-12 16:11:00,2.46,,United Kingdom
559163,23250,,2,2011-07-06 16:33:00,2.46,,United Kingdom
541999,90214E,,4,2011-01-25 10:45:00,0.83,,United Kingdom
573137,21232,,1,2011-10-27 17:15:00,2.46,,United Kingdom
550214,47590b,,1,2011-04-15 10:43:00,10.79,,United Kingdom
580612,22308,,1,2011-12-05 11:58:00,4.96,,United Kingdom
541516,21991,,1,2011-01-18 17:34:00,2.46,,United Kingdom
579512,23493,,1,2011-11-29 16:47:00,3.29,,United Kingdom
545667,47566,,13,2011-03-04 16:07:00,4.96,,United Kingdom
558066,21284,,1,2011-06-24 15:45:00,3.29,,United Kingdom
570465,22357,,3,2011-10-10 16:02:00,4.13,,United Kingdom
566221,23341,,1,2011-09-09 16:13:00,16.63,,United Kingdom
575930,21790,,5,2011-11-11 17:58:00,1.63,,United Kingdom
570871,84509A,,1,2011-10-12 16:36:00,7.46,,United Kingdom
574950,23527,,1,2011-11-08 09:29:00,7.46,,United Kingdom
579512,22800,,1,2011-11-29 16:47:00,7.46,,United Kingdom
540418,21028,,1,2011-01-07 11:04:00,0.85,,United Kingdom
577078,21977,,2,2011-11-17 15:17:00,1.25,,United Kingdom
540995,85034C,,2,2011-01-13 09:30:00,3.29,,United Kingdom
557938,23053,,1,2011-06-23 15:35:00,16.63,,United Kingdom
576365,23535,,17,2011-11-14 17:55:00,14.95,,United Kingdom
559055,21211,,3,2011-07-05 17:09:00,1.25,,United Kingdom
580983,21935,,5,2011-12-06 16:26:00,1.63,,United Kingdom
578827,21680,,2,2011-11-25 14:25:00,1.63,,United Kingdom
536544,22361,,2,2010-12-01 14:32:00,5.91,,United Kingdom
541971,22777,,1,2011-01-24 13:48:00,16.63,,United Kingdom
540681,21520,,2,2011-01-10 16:25:00,0.43,,United Kingdom
538880,21218,,2,2010-12-14 15:52:00,8.47,,United Kingdom
555510,22983,,1,2011-06-03 17:09:00,0.83,,United Kingdom
560434,20986,,1,2011-07-18 15:56:00,0.83,,United Kingdom
581219,22800,,2,2011-12-08 09:28:00,7.46,,United Kingdom
581238,22692,,1,2011-12-08 10:53:00,16.63,,United Kingdom
543201,21917,,1,2011-02-04 13:03:00,0.79,,United Kingdom
575477,22594,,1,2011-11-09 16:14:00,1.63,,United Kingdom
544323,gift_0001_30,,1,2011-02-17 15:51:00,25.0,,United Kingdom
559914,DOT,,1,2011-07-13 15:13:00,198.75,,United Kingdom
561820,22197,,2,2011-07-29 16:00:00,1.63,,United Kingdom
577358,23266,,1,2011-11-18 15:59:00,2.46,,United Kingdom
575138,22422,,2,2011-11-08 15:24:00,1.25,,United Kingdom
546884,22250,,1,2011-03-17 18:08:00,1.63,,United Kingdom
561515,85131A,,4,2011-07-27 15:16:00,0.83,,United Kingdom
565841,22712,,1,2011-09-07 12:04:00,0.83,,United Kingdom
571082,23435,,1,2011-10-13 15:25:00,0.83,,United Kingdom
536876,22304,,1,2010-12-03 11:36:00,5.06,,United Kingdom
567670,22817,,1,2011-09-21 15:32:00,0.42,,United Kingdom
580367,21878,,1,2011-12-02 16:39:00,1.63,,United Kingdom
576618,22592,,10,2011-11-15 17:00:00,7.46,,United Kingdom
565396,21931,,1,2011-09-02 16:39:00,4.13,,United Kingdom
564755,22741,,1,2011-08-30 10:31:00,1.63,,United Kingdom
577768,DOT,,1,2011-11-21 15:18:00,523.77,,United Kingdom
571797,22328,,2,2011-10-19 11:41:00,4.13,,United Kingdom
575739,22629,,2,2011-11-11 09:05:00,4.13,,United Kingdom
570688,23089,,2,2011-10-11 16:29:00,3.29,,United Kingdom
564837,22963,,2,2011-08-30 12:40:00,1.63,,United Kingdom
552660,84792,,1,2011-05-10 15:03:00,9.13,,United Kingdom
558485,20979,,1,2011-06-30 10:11:00,1.25,,United Kingdom
547547,22844,,2,2011-03-23 15:30:00,16.63,,United Kingdom
541422,21906,,1,2011-01-17 17:48:00,13.29,,United Kingdom
580367,23273,,1,2011-12-02 16:39:00,3.29,,United Kingdom
572680,22551,,6,2011-10-25 13:48:00,1.65,,Portugal
571931,23254,,1,2011-10-19 16:59:00,8.29,,United Kingdom
540821,85180A,,4,2011-01-11 13:16:00,2.51,,United Kingdom
541830,21843,,1,2011-01-21 17:09:00,20.79,,United Kingdom
540848,22835,,1,2011-01-12 09:26:00,9.32,,United Kingdom
557644,21684,,1,2011-06-21 17:06:00,2.46,,United Kingdom
576618,21793,,1,2011-11-15 17:00:00,7.46,,United Kingdom
548894,20685,,1,2011-04-04 16:01:00,15.79,,United Kingdom
550470,21948,,2,2011-04-18 13:49:00,2.46,,United Kingdom
550500,37447,,1,2011-04-18 15:26:00,3.29,,United Kingdom
565917,21993,,1,2011-09-07 16:15:00,2.46,,United Kingdom
540832,21673,,1,2011-01-11 14:42:00,0.0,,United Kingdom
580983,84755,,16,2011-12-06 16:26:00,1.24,,United Kingdom
577844,22197,,88,2011-11-22 10:41:00,2.46,,United Kingdom
572550,82613D,,1,2011-10-24 17:06:00,2.46,,United Kingdom
537823,22641,,1,2010-12-08 14:25:00,5.06,,United Kingdom
542794,22666,,1,2011-02-01 10:56:00,5.79,,United Kingdom
558614,20902,,2,2011-06-30 15:56:00,4.13,,United Kingdom
555510,22398,,1,2011-06-03 17:09:00,2.46,,United Kingdom
562916,22372,,1,2011-08-10 13:41:00,4.25,,United Kingdom
539736,21035,,1,2010-12-21 15:18:00,5.91,,United Kingdom
576618,22578,,7,2011-11-15 17:00:00,0.83,,United Kingdom
552668,22131,,1,2011-05-10 15:05:00,4.13,,United Kingdom
580367,22928,,1,2011-12-02 16:39:00,12.46,,United Kingdom
